,adult,budget,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
555,FALSE,0,393603,en,0.480362,09/04/2016,0,98,Released,The Congressman,5.7,3
556,FALSE,0,278621,en,0.104276,13/09/1996,0,110,Released,Everything Relative,4,1
557,FALSE,9000000,290,en,8.387026,01/08/1991,6153939,116,Released,Barton Fink,7.4,450
558,FALSE,25000000,23939,en,13.72021,14/08/1992,10736401,87,Released,Stay Tuned,6,51
559,FALSE,5000000,91586,en,9.040324,12/09/2013,0,106,Released,Insidious: Chapter 2,6.5,1237
560,FALSE,0,60140,en,0.284479,08/11/1945,0,80,Released,Allotment Wives,6.5,2
561,FALSE,0,80386,en,0.00122,01/02/1997,0,47,Released,Queen: Made in Heaven,0,0
562,FALSE,0,80086,en,0.525543,05/12/1940,0,102,Released,The Son of Monte Cristo,7,1
563,FALSE,0,264113,en,0.004706,10/06/2008,0,95,Released,The Man You Had in Mind,0,0
564,FALSE,0,51429,ja,1.041534,06/06/1973,0,86,Released,Female Yakuza Tale,6.6,13
565,FALSE,0,4171,fr,2.156849,06/11/2006,0,100,Released,Odette Toulemonde,5.5,36
566,FALSE,0,129067,en,0.001655,01/10/1974,0,10,Released,Hunger,6.2,6
567,FALSE,0,290815,mr,0.725267,26/03/2015,0,116,Released,Court,6.6,10
568,FALSE,0,14639,en,0.086141,05/07/2008,0,97,Released,The Order of Myths,6.5,2
569,FALSE,0,3578,de,0.35565,26/10/1933,0,72,Released,The Tunnel,6.5,2
570,FALSE,0,68715,ja,0.39949,25/07/1965,0,76,Released,Illusion of Blood,7,3
571,FALSE,0,54656,en,0,01/11/1988,0,0,Released,Maalamaal,0,0
572,FALSE,0,267091,en,0.16725,01/02/2014,0,82,Released,A Year in Champagne,6.4,4
573,FALSE,0,362584,ja,2.43154,19/08/2016,0,68,Released,Kizumonogatari Part 2: Nekketsu,8.9,11
574,FALSE,0,39506,ja,0.524014,28/02/1965,0,96,Released,Story of a Prostitute,6.8,8
575,FALSE,0,315841,ja,0.823797,25/04/2015,0,111,Released,Ryuzo and the Seven Henchmen,6.8,14
576,FALSE,0,39766,en,0.233947,10/02/1970,0,74,Released,The Challenge,0,0
577,FALSE,0,230743,en,0.150494,29/11/2013,0,76,Released,My Prairie Home,8,1
578,FALSE,0,322488,et,1.731591,13/03/2015,0,90,Released,The Fencer,7.3,16
579,FALSE,0,100292,en,0.050396,24/11/2010,0,83,Released,Ain't in It for My Health: A Film About Levon Helm,6.6,7
580,FALSE,0,106373,zh,0.076776,11/04/1983,0,166,Released,"That Day, on the Beach",7.5,2
581,FALSE,0,102527,fi,0.04,01/09/2009,0,0,Released,44500 Max,6,1
582,FALSE,0,47686,en,0.684192,01/01/1997,0,97,Released,Dream with the Fishes,7.7,10
583,FALSE,0,21043,es,3.049732,22/09/2005,0,115,Released,The Method,6.8,38
584,FALSE,0,83732,en,0.274196,14/10/2011,0,80,Released,Bombay Beach,6.5,7
585,FALSE,0,8768,fr,0.602935,21/12/1988,0,110,Released,The Little Thief,5.8,6
586,FALSE,0,106622,it,0.2875,01/08/1975,0,90,Released,"Blood, Sweat and Fear",0,0
587,FALSE,9000000,10069,en,4.854551,24/03/2006,27105095,100,Released,Stay Alive,5.3,157
588,FALSE,0,68048,en,0.01239,14/07/2009,0,75,Released,FLicKeR,0,0
589,FALSE,0,73335,en,0.27922,23/08/2011,0,97,Released,Marriage Retreat,5.5,3
590,FALSE,0,9812,en,4.311326,25/09/1998,0,84,Released,Thursday,7,84
591,FALSE,0,107282,en,0.417636,27/06/1972,0,106,Released,Savages,0,0
592,FALSE,0,21450,en,8.665198,14/09/1993,0,131,Released,Naked,7.5,105
593,FALSE,0,137474,en,0.016164,14/04/2012,0,93,Released,An Affair of the Heart,0,0
594,FALSE,0,370687,en,5.82463,19/12/2015,0,93,Released,Mythica: The Necromancer,5.5,27
595,FALSE,0,91390,en,0.505207,16/09/1993,0,119,Released,The Innocent,6.1,5
596,FALSE,0,5155,it,2.112961,16/05/1943,0,140,Released,Ossessione,7,35
597,FALSE,0,9256,sv,2.939129,06/02/2003,8,90,Released,Kops,6.4,58
598,FALSE,0,183635,it,0.00022,13/04/1979,0,0,Released,A Man on His Knees,4,1
599,FALSE,0,101557,en,1.074159,31/12/1951,0,118,Released,Westward the Women,6.6,10
600,FALSE,9000000,31037,en,1.956972,01/07/1977,0,130,Released,MacArthur,6.4,24
601,FALSE,0,128854,en,0.166229,25/11/1948,0,97,Released,Hills of Home,5,3
602,FALSE,0,256756,es,0.3475,28/03/2014,0,83,Released,Purgatory,5.3,3
603,FALSE,0,124088,en,0.088937,01/01/1993,0,92,Released,Just Another Girl on the I.R.T.,7,2
604,FALSE,0,104989,en,0.38837,30/06/1953,0,62,Released,The Sea Around Us,7,2
605,FALSE,0,317120,en,0.183365,14/02/2015,0,0,Released,Cloudy With a Chance of Love,3.3,2
606,FALSE,28000000,1588,en,6.402888,25/08/2000,90449929,98,Released,Bring It On,5.8,574
607,FALSE,38000000,1957,en,6.681287,24/05/2002,51801187,114,Released,Enough,6.2,268
608,FALSE,0,131478,pt,0.013577,25/11/1979,0,260,Released,Doomed Love,8,2
609,FALSE,0,268015,en,0.021389,30/03/1980,0,0,Released,Bukowski: The Last Straw,2,1
610,FALSE,3000000,118513,sv,1.142933,29/08/2012,0,0,Released,A Place in the Sun,6.7,6
611,FALSE,0,200998,en,0.035862,11/08/1987,0,92,Released,Three Bewildered People in the Night,5,1
612,FALSE,0,67404,ro,0.375066,29/10/2010,0,180,Released,The Autobiography of Nicolae Ceausescu,6.9,7
613,FALSE,0,118517,en,0.243251,23/07/1954,0,86,Released,Valley of the Kings,4,2
614,FALSE,0,127856,fr,1.435618,07/11/2012,0,102,Released,Augustine,5.7,13
615,FALSE,40000000,78698,en,6.159379,02/02/2012,24719215,107,Released,Big Miracle,6.6,153
616,FALSE,0,62190,en,0.246518,13/06/2002,0,89,Released,American Gun,5.7,3
617,FALSE,0,44432,en,0.436356,08/09/2008,0,87,,The Dungeon Masters,6,5
618,FALSE,0,39231,en,3.070786,29/01/1964,0,120,Released,Man's Favorite Sport?,5.8,23
619,FALSE,0,360998,ru,0.053199,01/01/2003,0,80,Released,Metamorphosis,1,1
620,FALSE,160000,5723,en,10.357064,23/03/2007,20710513,85,Released,Once,7.4,457
621,FALSE,4500000,43332,en,1.108485,16/06/1954,0,101,Released,Demetrius and the Gladiators,6.4,12
622,FALSE,0,24918,en,3.869883,28/10/1970,0,94,Released,The Twelve Chairs,6.7,29
623,FALSE,0,49857,en,0.554615,15/12/2007,0,87,Released,Love's Unfolding Dream,5.7,8
624,FALSE,18000000,791,en,9.929809,14/10/2005,46201432,100,Released,The Fog,3.8,191
625,FALSE,2000000,2072,en,0.152374,19/09/1995,0,99,Released,Cyberjack,7.3,4
626,FALSE,0,352812,en,0.781356,10/06/2010,0,6,Released,Tick Tock Tale,8.1,18
627,FALSE,0,159569,en,0.001183,14/10/1998,0,102,Released,Home Page,0,0
628,FALSE,0,45650,en,5.873597,09/09/2009,0,92,Released,The Hole,5.6,249
629,FALSE,0,32105,en,1.685834,01/11/1963,0,87,Released,Carry On Jack,6.1,20
630,FALSE,0,29270,fa,2.391796,01/01/2000,0,80,Released,A Time for Drunken Horses,6.6,22
631,FALSE,1182273,31922,en,1.74562,10/09/1991,0,111,Released,Year of the Gun,4.2,9
632,FALSE,0,19169,en,5.529394,09/10/1947,0,110,Released,Nightmare Alley,7.4,27
633,FALSE,0,36555,en,1.567945,17/05/1995,0,90,Released,Best of the Best 3: No Turning Back,5.8,13
634,FALSE,0,359151,en,2.114326,16/10/2015,0,100,Released,Tanna,7.4,25
635,FALSE,2700000,166262,it,0.263761,04/10/2012,0,NA,Released,All'ultima spiaggia,4,5
636,FALSE,0,45549,en,2.657647,06/12/1994,0,105,Released,Shopping,5.6,13
637,FALSE,0,10854,en,6.954593,01/01/2006,0,94,Released,Wicked Little Things,4.8,60
638,FALSE,0,378195,en,0.208344,12/03/2016,0,97,Released,Lady Day at Emerson's Bar & Grill,6.7,3
639,FALSE,0,15834,da,0.382905,19/12/2008,0,95,Released,Fear Me Not,5.2,8
640,FALSE,0,140652,en,0.922344,13/03/2012,0,84,Released,My Super Psycho Sweet 16: Part 3,5.5,11
641,FALSE,0,7088,en,3.221714,14/12/2005,0,136,Released,Christmas in Boston,5.5,14
642,FALSE,0,75232,es,0.042805,06/06/2010,0,74,Released,Puzzled Love,6,1
643,FALSE,0,40578,en,0.891352,04/06/1955,0,117,Released,The Sea Chase,5.6,12
644,FALSE,0,10659,de,0.986909,28/07/2005,0,89,Released,Siegfried,3.7,12
645,FALSE,0,178587,en,0.109127,30/10/1952,0,94,Released,The Happy Time,5,1
646,FALSE,0,63304,ru,1.568433,07/09/1962,0,96,Released,Hussar Ballad,5.4,9
647,FALSE,0,52868,en,0.821998,21/01/1992,0,94,Released,House IV,3.6,15
648,FALSE,20000000,15005,en,3.660528,13/10/2006,13391174,123,Released,One Night with the King,6.1,12
649,FALSE,0,105157,en,0.248422,1892-01-01,0,1,Released,A Hand Shake,2.3,7
650,FALSE,0,150211,en,0.553158,10/10/2012,0,0,Released,The Frozen,4.2,14
651,FALSE,0,339934,en,0.673276,16/05/2015,0,112,Released,Steve McQueen: The Man & Le Mans,7.6,9
652,FALSE,0,430514,fr,0.067063,16/12/2016,0,NA,Released,Le passe-muraille,0,0
653,FALSE,0,128412,ka,0.318093,01/01/1966,0,91,Released,Falling Leaves,4,5
654,FALSE,0,290290,en,1.860646,13/10/2014,0,95,Released,War Book,5.6,7
655,FALSE,0,329005,en,0.341701,15/04/2015,0,76,Released,Autism in Love,5.8,4
656,FALSE,0,116614,it,0.097818,24/02/1968,0,110,Released,The Sex of Angels,6,1
657,FALSE,750000,52044,en,1.097638,09/02/2010,0,87,Released,Insane,3.1,7
658,FALSE,0,111172,en,1.283474,17/06/2012,0,81,Released,Fairhaven,5,3
659,FALSE,0,242462,en,0.400945,07/03/2014,0,90,Post Production,The Activist,4,2
660,FALSE,0,51261,en,3.389921,07/03/2014,0,87,Released,National Lampoon's The Legend of Awesomest Maximus,3.9,25
661,FALSE,12000000,299782,en,0.238154,31/12/2018,0,0,Post Production,The Other Side of the Wind,0,1
662,FALSE,0,115153,en,0.978406,20/02/2004,0,143,Released,Kismat,5.5,4
663,FALSE,60000000,5994,en,6.287072,12/12/2000,0,125,Released,The Family Man,6.5,530
664,FALSE,0,456187,en,0.920217,10/05/2017,0,89,Released,King Charles III,6.8,8
665,FALSE,0,26921,en,0.135118,27/04/1935,0,80,Released,The Mystery of the Marie Celeste,5.5,3
666,FALSE,0,706,de,0.007319,20/06/1974,0,141,Released,Effi Briest,6.6,10
667,FALSE,3,91551,en,9.646722,04/05/2011,0,97,Released,Death of a Superhero,6.9,44
668,FALSE,0,131232,en,0.003949,20/03/2002,0,86,Released,Two Friends,0,0
669,FALSE,0,179715,en,0.037666,03/02/2005,0,98,Released,Angel's Fall,5,1
670,FALSE,0,112200,en,11.26248,07/09/2012,1065881,112,Released,Thanks for Sharing,5.7,164
671,FALSE,0,75822,en,1.129236,05/11/1994,0,90,Released,Hercules and the Circle of Fire,5,15
672,FALSE,0,15525,nl,1.514227,24/04/2003,0,90,Released,Godforsaken!,5.9,10
673,FALSE,0,41278,en,0.708323,17/10/1903,0,9,Released,Alice in Wonderland,6.1,20
674,FALSE,0,254126,en,1.194683,05/02/2014,0,100,Released,Blood Shed,4.5,6
675,FALSE,0,32571,en,1.163672,1890-11-21,0,1,Released,"Monkeyshines, No. 1",4.3,15
676,FALSE,0,11887,en,7.343504,22/10/2008,0,116,Released,High School Musical 3: Senior Year,6.1,858
677,FALSE,0,442949,en,0.15825,30/05/2016,0,94,Released,Rising Fear,6.3,3
678,FALSE,0,29136,en,1.354927,20/02/2000,0,120,Released,Flowers for Algernon,5.6,10
679,FALSE,2600000,13064,en,11.600224,17/09/1993,2850263,91,Released,Airborne,6.1,20
680,FALSE,0,43915,en,0.531514,13/12/1967,0,99,Released,Fathom,7.1,7
681,FALSE,45000000,10731,en,15.263829,20/07/1994,117615211,119,Released,The Client,6.4,287
682,FALSE,0,382475,en,6.710179,16/03/2016,0,87,Released,The Pass,7.2,23
683,FALSE,0,65262,en,2.502341,12/09/1980,0,94,Released,He Knows You're Alone,5.3,14
684,FALSE,0,331367,en,0.001178,05/09/1996,0,0,Released,Kids of Survival,0,0
685,FALSE,0,40061,fr,1.432816,24/10/1984,0,94,Released,Happy Easter,6.2,14
686,FALSE,0,286545,en,0.000917,01/01/1988,0,98,Released,Troublemaker,0,0
687,FALSE,21000000,1646,en,13.585233,05/01/2007,41170784,123,Released,Freedom Writers,7.6,368
688,FALSE,105000000,2789,en,5.060352,11/06/2004,115772733,119,Released,The Chronicles of Riddick,6.3,1593
689,FALSE,0,38190,en,1.194806,01/01/2002,0,11,Released,The Hire: Ticker,6.1,17
690,FALSE,0,299145,en,5.18104,05/06/2015,0,86,Released,Stranded,5,11
691,FALSE,0,67793,cn,1.424099,31/03/2011,0,115,Released,Don't Go Breaking My Heart,6.6,14
692,FALSE,0,12416,da,9.952905,13/03/2007,0,93,Released,The Substitute,5.7,19
693,FALSE,0,50069,en,0.047875,10/07/2009,1131688,92,Released,Yoo Hoo Mrs Goldberg,5,1
694,FALSE,0,14667,en,2.625143,13/09/1991,0,94,Released,Dogfight,6.6,29
695,FALSE,65000000,4244,en,15.045725,07/07/2000,69700000,104,Released,The Kid,6,242
696,FALSE,0,20372,no,1.252216,11/11/1957,0,96,Released,Nine Lives,7.9,7
697,FALSE,0,134738,en,0.120345,02/10/1977,0,104,Released,Roseland,6,1
698,FALSE,0,45029,en,1.092445,27/10/1993,0,97,Released,Fit to Kill,5,7
699,FALSE,0,359002,en,0.041625,29/10/2010,0,115,Released,Daayen Ya Baayen,8.5,1
700,FALSE,0,114033,en,0.139649,01/01/1986,0,81,Released,...And the Pursuit of Happiness,8.3,3
701,FALSE,0,17399,en,0.019188,05/10/2007,0,209,Released,Zappa Plays Zappa,0,0
702,FALSE,0,34581,en,0.141932,04/07/2005,0,87,Released,Twist of Faith,6,3
703,FALSE,500000,18045,en,2.758048,11/03/2005,0,80,Released,The Dark Hours,5.5,22
704,FALSE,0,38201,en,0.510182,01/08/1975,0,106,Released,Framed,6.5,2
705,FALSE,0,15837,da,0.874066,11/02/2008,0,99,Released,What No One Knows,5.4,8
706,FALSE,0,77585,en,0.555595,30/04/2011,0,84,Released,Balls to the Wall,4.2,6
707,FALSE,0,149172,en,0.009412,14/12/2012,0,100,Released,Let Fury Have the Hour,0,0
708,FALSE,0,141976,en,0.637774,06/11/2011,0,87,Released,Mistletoe Over Manhattan,5.7,6
709,FALSE,1500000,1580,en,7.248676,23/08/1948,2200000,80,Released,Rope,7.8,539
710,FALSE,0,44269,fr,4.930447,24/03/2010,0,100,Released,All That Glitters,6.4,179
711,FALSE,50000000,2251,en,8.96839,10/05/2002,119137784,124,Released,Unfaithful,6.3,282
712,FALSE,40000000,1921,en,14.840318,16/02/2001,65754228,119,Released,Sweet November,6.4,292
713,FALSE,0,160265,hi,3.037553,06/04/1997,0,166,Released,Koyla,6.4,14
714,FALSE,0,36912,en,3.659745,18/02/1983,6347072,102,Released,The Sting II,4.5,12
715,FALSE,0,180894,en,5.632097,27/12/2013,0,95,Released,Ninja: Shadow of a Tear,5.9,94
716,FALSE,30000000,21972,en,5.422624,03/07/2002,0,99,Released,Like Mike,5.7,101
717,FALSE,0,44349,en,0.231911,06/12/1998,0,78,Released,The Christmas Wish,3.1,4
718,FALSE,0,145373,it,0.006364,07/01/1968,0,94,Released,If You Want to Live... Shoot!,0,0
719,FALSE,0,229638,en,0.185221,06/11/1937,0,63,Released,Alcatraz Island,5,1
720,FALSE,0,33301,en,0.78247,01/09/1976,0,90,Released,Confessions of a Driving Instructor,6.3,4
721,FALSE,0,53094,de,5.168563,14/10/1973,0,213,Released,World on a Wire,7.2,33
722,FALSE,350000,36738,en,0.786304,03/10/2009,0,92,Released,Boy Interrupted,6.2,10
723,FALSE,0,38162,en,0.594651,01/01/1998,0,140,Released,Top of the World,0,0
724,FALSE,0,1556,ja,3.502077,01/01/1969,0,104,Released,Funeral Parade of Roses,7.1,21
725,FALSE,0,37488,en,0.916712,20/12/1972,0,90,Released,Hit Man,6.3,2
726,FALSE,0,5590,fr,4.668104,20/12/1970,0,90,Released,Donkey Skin,7.6,66
727,FALSE,0,326649,en,0.040096,08/11/2014,0,106,Released,Life Is Sacred,0,0
728,FALSE,0,61658,fr,0.590099,13/04/2005,0,0,Released,In Your Dreams,5,2
729,FALSE,0,6476,en,1.695541,13/08/1976,0,99,Released,From Noon Till Three,5.5,15
730,FALSE,6700000,102632,hi,1.312833,01/06/2012,31000000,143,Released,Rowdy Rathore,5.6,24
731,FALSE,0,22488,en,1.148336,06/10/2006,0,87,Released,Love's Abiding Joy,5.8,12
732,FALSE,0,15876,en,3.583179,25/12/1957,0,97,Released,The Enemy Below,7.2,46
733,FALSE,0,52416,ko,0.686167,03/08/2006,0,93,Released,4 Horror Tales - Roommates,6.3,4
734,FALSE,0,155797,en,2.052797,13/04/1979,0,90,Released,"Good Luck, Miss Wyckoff",0,0
735,FALSE,250,51942,en,0.817002,28/08/1998,203,72,Released,I Married a Strange Person!,7.5,12
736,FALSE,0,114242,de,0.764101,30/09/1960,0,128,Released,Faust,7.2,6
737,FALSE,0,223202,en,0.91677,12/09/2013,0,96,Released,The Referee,6,22
738,FALSE,0,381519,ja,2.056319,26/08/2015,0,46,Released,Ghost in the Shell Arise - Border 5: Pyrophoric Cult,7.6,9
739,FALSE,0,437623,en,1.320408,02/08/2017,0,104,Released,Hostages,9,3
740,FALSE,0,40522,en,0.271272,30/09/2009,0,90,Released,I’m Glad My Mother Is Alive,6.3,4
741,FALSE,1800000,89670,fi,0.52762,07/10/2011,0,105,Released,Body Of Water,6,5
742,FALSE,0,46260,en,0.691018,03/05/1940,0,57,Released,Saps at Sea,6.7,17
743,FALSE,2300000,20283,en,4.806374,24/05/1979,20000000,100,Released,Breaking Away,7.4,80
744,FALSE,0,30139,en,1.19271,01/01/2006,0,99,Released,Phat Girlz,3.7,10
745,FALSE,0,76760,fr,0.10653,15/02/1997,0,90,Released,Labyrinth of Dreams,8.5,2
746,FALSE,0,12446,fr,0.616537,13/06/2008,0,95,Released,Angel of Mine,6.7,6
747,FALSE,0,28435,en,2.522351,21/02/1932,0,61,Released,Murders in the Rue Morgue,6,20
748,FALSE,0,60409,fi,0.231318,26/07/1991,0,88,Released,Zombie and the Ghost Train,7.7,3
749,FALSE,0,29173,it,0.804308,25/11/1983,0,92,Released,The Raiders of Atlantis,6.4,8
750,FALSE,0,249170,en,3.22314,15/08/2014,0,95,Released,Dinosaur 13,7,35
751,FALSE,0,98541,en,1.486697,01/01/2012,0,89,Released,Hungry for Change,7.2,19
752,FALSE,0,71209,en,0.004425,24/04/1989,0,82,Released,Warm Summer Rain,4.9,4
753,FALSE,0,827,fr,6.028408,29/01/1955,0,116,Released,Diabolique,7.9,198
754,FALSE,0,18519,en,6.107833,08/08/1997,0,86,Released,Free Willy 3: The Rescue,5.6,76
755,FALSE,35000000,39486,en,7.681383,20/08/2010,60251371,123,Released,Secretariat,6.8,103
756,FALSE,0,10473,en,8.319796,08/08/2000,0,84,Released,DragonHeart: A New Beginning,5.5,70
757,FALSE,0,71203,en,0.499054,03/09/2010,0,93,Released,Agenda Grinding America Down,6.1,6
758,FALSE,0,3010,en,1.642624,12/12/1963,0,175,Released,The Cardinal,6.6,9
759,FALSE,27000000,34584,en,14.225919,05/04/1984,20158808,102,Released,The NeverEnding Story,7,1031
760,FALSE,0,84567,en,0.866993,11/10/1956,0,94,Released,Between Heaven and Hell,5.6,7
761,FALSE,0,72490,ja,0.378648,10/11/1999,0,104,Released,Charisma,5.8,7
762,FALSE,0,182067,it,0.371055,12/08/1966,0,93,Released,The Spy Who Loved Flowers,5.5,1
763,FALSE,0,124834,fr,0.311968,01/06/1995,0,80,Released,Mondo,7,3
764,FALSE,0,126729,en,0.07436,18/01/2008,0,80,Released,Slingshot Hip Hop,9,2
765,FALSE,0,295538,en,0.740742,18/09/2014,0,120,Released,The Culture High,6.9,16
766,FALSE,0,53463,en,0.635456,27/02/2007,0,77,Released,Dreamland,3.2,5
767,FALSE,0,214629,en,1.163704,05/07/1984,0,49,Released,Sleepwalker,5.5,8
768,FALSE,0,337435,en,0.163995,09/05/1986,0,94,Released,Cuckoo in a Dark Forest,0,0
769,FALSE,0,4962,fr,0.63125,01/12/1999,0,118,Released,"Farewell, Home Sweet Home",3.5,4
770,FALSE,0,19205,en,0.925387,31/03/2007,0,100,Released,Cthulhu,4.7,9
771,FALSE,0,75170,en,2.380795,01/06/2010,0,92,Released,Third Star,7.5,47
772,FALSE,0,355984,en,0.049843,13/02/2015,0,50,Released,Andy Peters: Exclamation Mark Question Point,0,0
773,FALSE,0,97039,ru,0.005351,01/08/1990,0,153,Released,The Asthenic Syndrome,6.6,7
774,FALSE,3500000,34769,en,5.600277,12/09/2009,44462,101,Released,Defendor,6.5,197
775,FALSE,0,15860,cn,4.154861,27/07/2006,8685526,94,Released,Dragon Tiger Gate,6.7,55
776,FALSE,0,78132,ru,0.402254,18/01/1980,0,100,Released,For the Matches,6.2,11
777,FALSE,0,335251,en,0,,0,0,Released,The Land Where the Blues Began,0,0
778,FALSE,0,142412,hi,0.701988,26/02/1999,0,100,Released,Kaun?,5,4
779,FALSE,0,22365,en,0.005082,06/01/1975,0,92,Released,Apache Blood,0,1
780,FALSE,0,19973,en,7.938629,25/10/2002,2744253,82,Released,Comedian,6.8,21
781,FALSE,0,63176,it,0.682909,11/08/1972,0,100,Released,Liza,6.8,3
782,FALSE,0,415725,en,0.196713,15/09/2016,0,72,Released,Doug Stanhope: No Place Like Home,6.7,3
783,FALSE,0,21513,ja,0.571698,19/04/2003,0,120,Released,Moon Child,5.6,9
784,FALSE,0,92269,en,0.689498,04/03/1970,0,89,Released,Loving,7.8,3
785,FALSE,0,85715,uk,0.811576,25/02/1929,0,70,Released,Arsenal,7,7
786,FALSE,0,63087,en,0.390902,29/03/1963,0,76,Released,The Slime People,2.5,7
787,FALSE,7000000,3291,en,7.523098,16/09/2005,54600000,93,Released,"Good Night, and Good Luck.",6.8,274
788,FALSE,0,168767,en,0.010588,08/02/2013,0,76,Released,alaskaLand,0,0
789,FALSE,0,19824,en,8.30643,02/06/2009,0,100,Released,Van Wilder: Freshman Year,5.2,122
790,FALSE,0,303665,en,3.423001,23/10/2014,0,92,Released,Journey to Le Mans,5.6,7
791,FALSE,5000000,14474,en,7.502117,30/03/2006,0,88,Released,The Oh in Ohio,5.8,27
792,FALSE,0,76002,en,1.88749,17/09/1971,0,113,Released,Kotch,6.7,3
793,FALSE,0,43608,en,0.127079,13/07/1955,0,86,Released,The Night Holds Terror,3.2,3
794,FALSE,600000,138735,de,2.12364,04/07/2012,0,90,Released,Little Thirteen,6.1,9
795,FALSE,0,12787,en,1.603891,24/08/1988,0,116,Released,Homeboy,3.8,6
796,FALSE,0,5920,en,3.571383,23/06/1971,0,104,Released,Le Mans,6.7,52
797,FALSE,0,170759,de,5.035008,27/01/2013,0,120,Released,Kokowaah 2,5.9,77
798,FALSE,44000000,5503,en,10.08937,06/08/1993,368875760,130,Released,The Fugitive,7.2,1240
799,FALSE,0,95137,en,0.703718,01/10/1941,0,97,Released,The Feminine Touch,5,2
800,FALSE,0,26626,en,10.738755,01/10/1995,0,100,Released,Glory Daze,5.8,15
801,FALSE,0,158900,en,0.126305,15/03/2013,0,88,Released,Faro,5.5,2
802,FALSE,0,41461,en,0.544729,10/11/1973,0,239,Released,The Iceman Cometh,5.1,7
803,FALSE,3000000,1791,fr,6.363081,14/05/2001,9801375,131,Released,The Piano Teacher,7.2,197
804,FALSE,0,201777,en,1.050756,21/06/2013,0,90,Released,Our Vinyl Weighs a Ton: This Is Stones Throw Records,6.8,10
805,FALSE,2200000,185,en,17.112594,18/12/1971,26589000,136,Released,A Clockwork Orange,8,3432
806,FALSE,13000000,5172,en,6.862146,15/10/2006,11130889,104,Released,The Astronaut Farmer,6.2,124
807,FALSE,19885552,15613,en,6.118228,12/03/1993,19724334,109,Released,Fire in the Sky,6.5,128
808,FALSE,0,38183,en,0.910518,01/01/2001,0,6,Released,The Hire: Ambush,6.7,17
809,FALSE,40000000,216015,en,33.068431,11/02/2015,571006128,125,Released,Fifty Shades of Grey,5.2,3350
810,FALSE,0,11344,ko,10.237072,31/03/2005,0,120,Released,A Bittersweet Life,7.5,170
811,FALSE,0,39144,ja,2.71067,20/12/1986,0,50,Released,Dragon Ball: Curse of the Blood Rubies,6.2,46
812,FALSE,0,23981,en,0.00022,15/02/1991,0,92,Released,Iron And Silk,6,1
813,FALSE,0,155887,fr,1.985348,07/01/2013,214000,88,Released,A Prince (almost) Charming,5.2,16
814,FALSE,0,312597,en,0.004957,01/01/2006,0,0,Released,Jatra: Hyalagaad Re Tyalagaad,0,0
815,FALSE,0,9795,en,2.313791,13/12/2004,0,180,Released,Earthsea,5.9,28
816,FALSE,10000000,268171,en,3.65758,07/03/2014,0,104,Released,Elsa & Fred,6.2,31
817,FALSE,0,42222,en,8.074031,02/10/1977,0,117,Released,Julia,6.3,30
818,FALSE,0,68192,en,0.035723,06/06/1978,0,145,Released,Cabbages and Kings,7,1
819,FALSE,0,40087,en,1.33987,01/06/1988,0,89,Released,Cheerleader Camp,5.2,19
820,FALSE,0,211714,es,0.080969,23/10/2008,0,93,Released,Oblivion,4.8,2
821,FALSE,0,212231,en,4.718862,18/04/2014,0,110,Released,Kid Cannabis,6.3,65
822,FALSE,0,130650,fr,0.100017,22/12/1954,0,95,Released,No Exit,7.5,2
823,FALSE,0,105536,en,0.767732,06/10/1954,0,105,Released,Sitting Bull,3.9,4
824,FALSE,0,62045,es,0.684859,20/01/2006,0,115,Released,Only God Knows,6.3,3
825,FALSE,0,46948,en,1.828322,31/01/1986,0,111,Released,Power,5.6,14
826,FALSE,0,284286,en,10.405088,21/08/2014,3447633,105,Released,Learning to Drive,6.1,79
827,FALSE,0,419330,en,0.54252,04/10/2016,0,83,Released,Somnus,4.9,8
828,FALSE,68,20343,en,5.788405,26/04/1946,0,75,Released,Make Mine Music,5.2,33
829,FALSE,3000000,28005,en,7.124652,11/09/1996,4109095,117,Released,Kama Sutra - A Tale of Love,5.7,36
830,FALSE,0,67387,en,0.014895,06/05/1988,0,85,Released,Assault of the Killer Bimbos,3,2
831,FALSE,0,437941,ru,1.261872,11/05/2017,0,132,Released,The Bolshoi,6.4,8
832,FALSE,0,54506,en,1.016382,27/01/2005,0,72,Released,What Is It?,5.6,7
833,FALSE,0,362268,en,1.131106,01/10/2015,0,90,Released,Stretch and Bobbito: Radio That Changed Lives,9,6
834,FALSE,0,126004,en,0.053844,01/12/2003,0,74,Released,Five,5,1
835,FALSE,0,84194,en,12.493245,12/09/2012,0,81,Released,Excision,5.9,148
836,FALSE,0,239523,ja,1.771411,27/12/2013,0,97,Released,Hunter × Hunter: The Last Mission,5.8,19
837,FALSE,0,28463,fr,1.080972,01/09/1999,0,125,Released,East/West,7.5,11
838,FALSE,0,77073,en,0.367499,24/12/1982,0,107,Released,Six Weeks,5.1,4
839,FALSE,0,16409,en,4.088346,25/12/2008,14879423,92,Released,Last Chance Harvey,6.1,69
840,FALSE,300000,11481,en,6.825852,01/06/1965,0,105,Released,Repulsion,7.5,218
841,FALSE,0,127849,cn,0.724986,27/05/2000,0,96,Released,Double Tap,6.4,10
842,FALSE,85000000,9884,en,10.175503,06/02/2002,78382433,108,Released,Collateral Damage,5.5,431
